Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
741115 — HCO Bulletin — Student Rehabilitation List  [B082-058].txt,9.61%,0.31%,978,Ungeeignet,94,3,5640
710630RD — HCO Bulletin — Expanded Green Form 40RF - GF 40XRF  [B079-019].txt,6.54%,0.67%,6116,Ungeeignet,400,41,36063
"610612 — HCO Bulletin — Rising Needle - Skip It!, The  [B028-031].txt",3.53%,0.37%,538,Geeignet,19,2,3173
600923 — HCO Bulletin — Order of Test of Havingness and Confront Commands  [B141-043].txt,6.53%,0.85%,1056,Ungeeignet,69,9,6159
690504 — HCO Bulletin — Dianetics - Major Auditing Faults  [B042-046].txt,1.59%,0.00%,630,Geeignet,10,0,3839
780912R — HCO Bulletin — Dianetics Forbidden on Clears and OTs  [B102-017].txt,12.25%,0.49%,204,Ungeeignet,25,1,1162
790106 — HCO Bulletin — HCOB 24 July 1970 and HCOB 28 August 1970RA Cancelled  [B173-010].txt,42.66%,2.10%,143,Ungeeignet,61,3,956
700524 — HCO Bulletin — Auditor's Rights  [B078-001].txt,2.12%,0.14%,2825,Geeignet,60,4,15020
631214 — HCO Bulletin — Case Analysis - Health Research  [B003-083].txt,2.24%,0.32%,626,Geeignet,14,2,3564
590819 — HCO Bulletin — HAS Co-Audit - Finding Terminals  [B113-012].txt,1.99%,0.00%,352,Geeignet,7,0,1947
780924RB — HCO Bulletin Attachment — Int Rundown Table  [B102-021].txt,7.84%,0.00%,204,Ungeeignet,16,0,1165
590606 — HCO Bulletin — 'When cases crack well on selected persons overts withhold...'  [B023-090].txt,6.00%,0.00%,50,Ungeeignet,3,0,321
640708 — HCO Bulletin — More Justifications  [B004-020].txt,3.03%,0.30%,330,Geeignet,10,1,1907
590827 — HCO Bulletin — Report on HAS Co-Audit Course in DC at End  [B023-147].txt,7.33%,0.00%,232,Ungeeignet,17,0,1388
690628 — HCO Bulletin — CS - How to Case Supervise Dianetics Folders  [B159-036].txt,4.82%,0.47%,1931,Geeignet,93,9,10841
600121 — HCO Bulletin — Responsibility  [B141-005].txt,5.36%,0.89%,112,Ungeeignet,6,1,730
611006 — HCO Bulletin — Training of Staff Auditors  [B037-061].txt,5.88%,0.32%,936,Ungeeignet,55,3,5219
590827 — HCO Bulletin — 'The following is an extract from a memo written by Jack Parkhouse...'  [B133-050].txt,1.28%,0.13%,779,Geeignet,10,1,4261
681215 — HCO Bulletin — L4B - for Assessment of All Listing Errors  [B158-018].txt,2.25%,0.10%,976,Geeignet,22,1,5329
690423 Issue 2 — HCO Bulletin — Dianetics - Erasure - How to Attain  [B042-031].txt,1.04%,0.00%,192,Geeignet,2,0,1150
600317 — HCO Bulletin — Standardized Sessions  [B139-052].txt,1.81%,0.00%,1271,Geeignet,23,0,7567
590517 Circa — HCO Bulletin — 21st ACC Students Only - End of Course Data Sheet  [B023-080].txt,21.72%,3.79%,290,Ungeeignet,63,11,2039
580912 Issue 2 — HCO Bulletin — Havingness - New Commands  [B022-071].txt,2.65%,2.65%,113,Geeignet,3,3,677
710331 — HCO Bulletin — Programming and Misprogramming  [B011-037].txt,4.55%,0.57%,352,Geeignet,16,2,2170
820119 Issue 2 — HCO Bulletin — High School Indoctrination  [B057-002].txt,1.46%,0.24%,1235,Geeignet,18,3,7294
640907 — HCO Bulletin — Clay Table Levels  [B081-004].txt,3.27%,0.34%,581,Geeignet,19,2,3324
581117 — HCO Bulletin — Clear Bracelets  [B034-083].txt,14.55%,0.00%,55,Ungeeignet,8,0,375
600312 — HCO Bulletin — Appreciation  [B139-050].txt,8.16%,0.00%,98,Ungeeignet,8,0,610
690606 — HCO Bulletin — Prediction and Consequences  [B042-089].txt,2.04%,0.00%,834,Geeignet,17,0,5201
"590504 — HCO Bulletin — Affinity Process, An  [B023-071].txt",1.61%,0.00%,124,Geeignet,2,0,810
720419 — HCO Bulletin — ''Quickie'' Defined  [B058-014].txt,2.26%,0.27%,752,Geeignet,17,2,4367
600919 — HCO Bulletin — Captive Brains  [B036-136].txt,2.76%,0.13%,1556,Geeignet,43,2,8603
731124RE — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B082-012].txt,5.52%,0.32%,1576,Ungeeignet,87,5,8660
"600609 — HCO Bulletin — Basic Assumptions of Scientology versus Overts, The  [B024-150].txt",5.63%,0.45%,2470,Ungeeignet,139,11,14851
630912 — HCO Bulletin — CCHs Data  [B039-050].txt,5.04%,0.49%,1011,Ungeeignet,51,5,5840
641017 Issue 3 — HCO Bulletin — Getting the PC Sessionable  [B088-008].txt,1.94%,0.00%,926,Geeignet,18,0,5234
591229 — HCO Bulletin — Letter from South Africa  [B023-283].txt,48.36%,8.18%,428,Ungeeignet,207,35,3278
581216 — HCO Bulletin — Extension Course Curriculum  [B022-091].txt,7.79%,2.10%,809,Ungeeignet,63,17,5144
591025 — HCO Bulletin — Psychoanalysis Goes Capitalistic  [B026-014].txt,6.17%,0.00%,405,Ungeeignet,25,0,2640
610407 Issue 2 — HCO Bulletin — SOP Goals - Modification 1  [B037-022].txt,4.03%,0.71%,422,Geeignet,17,3,2626
810729 Issue 1 — HCO Bulletin — Full Assist Checklists for Injuries and Illnesses  [B165-008].txt,6.73%,0.20%,1010,Ungeeignet,68,2,6064
"800229 — HCO Bulletin — Purification Rundown - Pregnancy and Breast-Feeding, The  [B056-005].txt",1.75%,0.00%,285,Geeignet,5,0,1793
591215 — HCO Bulletin — Urgent Change in All Co-Audit Courses  [B035-185].txt,3.59%,0.24%,836,Geeignet,30,2,4652
710824 Issue 2 — HCO Bulletin — Assists Addition  [B045-030].txt,2.71%,0.00%,258,Geeignet,7,0,1344
710306 Issue 1 — HCO Bulletin — New Uses for the Green Form  [B142-012].txt,1.33%,0.53%,375,Geeignet,5,2,2015
580328 — HCO Bulletin — Only Organization Offices Can Certify Clears  [B034-026].txt,1.28%,0.00%,234,Geeignet,3,0,1439
671011 — HCO Bulletin — Clay Table Training  [B138-009].txt,0.97%,0.19%,513,Geeignet,5,1,2944
690218 Issue 3 — HCO Bulletin — Stage Presence Training Drills (Continued)  [B042-011].txt,5.53%,0.65%,615,Ungeeignet,34,4,3682
590921 — HCO Bulletin — ''Results in Auditing with S2''  [B023-179].txt,4.11%,0.33%,900,Geeignet,37,3,4996
660209 — HCO Bulletin — Release Grades  [B041-006].txt,3.70%,0.18%,567,Geeignet,21,1,3307
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B053-004].txt,8.40%,0.49%,1024,Ungeeignet,86,5,5690
600503 — HCO Bulletin — Calling All Auditors  [B036-079].txt,3.81%,0.53%,761,Geeignet,29,4,4282
710616 Issue 4 — HCO Bulletin — Low TA Assessing  [B011-082].txt,4.35%,0.48%,207,Geeignet,9,1,1162
"690524 — HCO Bulletin — Difficult Case, The  [B075-049].txt",1.94%,0.00%,463,Geeignet,9,0,2593
590819 — HCO Bulletin — To a Roman Catholic  [B023-138].txt,3.00%,0.00%,333,Geeignet,10,0,1974
551108 — HCO Bulletin — Six Levels of Processing - Issue 5  [B019-002].txt,10.30%,0.53%,951,Ungeeignet,98,5,6164
591215 — HCO Bulletin — Urgent Change in All Co-Audit Courses  [B139-022].txt,2.77%,0.00%,793,Geeignet,22,0,4439
620908 — HCO Bulletin — 3GA - To Be Goals Line Listing  [B038-058].txt,3.32%,0.00%,482,Geeignet,16,0,2653
"730120RA — HCO Bulletin — Red Tag Line, The  [B097-005].txt",3.65%,0.16%,1259,Geeignet,46,2,6826
700714 Issue 2 — HCO Bulletin — Additional Data on Erasing-Solid  [B043-070].txt,6.98%,0.00%,86,Ungeeignet,6,0,527
650402 — HCO Bulletin — All Scientology - The Road to Clear  [B040-050].txt,8.43%,1.71%,1400,Ungeeignet,118,24,7770
610321 — HCO Bulletin — Script of a Model Session  [B001-020].txt,4.33%,0.14%,1385,Geeignet,60,2,8207
601209 — HCO Bulletin — Resume of Reports from Orgs  [B036-181].txt,3.31%,0.22%,453,Geeignet,15,1,2838
750611 — HCO Bulletin — Errata (Re CS Series)  [SOED04-060].txt,9.30%,5.12%,215,Ungeeignet,20,11,1177
610616 — HCO Bulletin — CCHs and Routine 1  [B028-032].txt,2.56%,0.00%,312,Geeignet,8,0,1799
610823 — HCO Bulletin — New Clearing Breakthrough!  [B037-053].txt,1.10%,0.00%,182,Geeignet,2,0,1124
580206 — HCO Bulletin — HGC Clear Procedure Outline - Part 2 - CCH 0b - Help in Full  [B144-002].txt,2.48%,0.26%,767,Geeignet,19,2,4355
580408 — HCO Bulletin — Auditing the PC on Clear Procedure  [B084-029].txt,2.83%,0.17%,601,Geeignet,17,1,3353
600210 — HCO Bulletin — Definition - The State of Release  [B027-013].txt,4.62%,1.54%,65,Geeignet,3,1,398
"600107 — HCO Bulletin — Unmoving Case, The  [B141-001].txt",1.08%,0.12%,834,Geeignet,9,1,4680
700808 — HCO Bulletin — List L1B  [B010-090].txt,10.11%,0.56%,178,Ungeeignet,18,1,1346
690203 — HCO Bulletin — Triple Grades - Flows  [B009-012].txt,2.16%,0.00%,324,Geeignet,7,0,1867
"600114 — HCO Bulletin — Black Case, The  [B036-008].txt",1.90%,0.00%,840,Geeignet,16,0,4469
"630313 Issue 2 — HCO Bulletin — End of a GPM, The  [B063-009].txt",1.74%,1.08%,1663,Geeignet,29,18,8715
590802 — HCO Bulletin — Communication Processes  [B035-089].txt,5.59%,1.40%,143,Ungeeignet,8,2,867
"591013 — HCO Bulletin — Useful Process, A  [B035-155].txt",2.97%,0.00%,101,Geeignet,3,0,607
620503 — HCO Bulletin — ARC Breaks - Missed Withholds  [B155-002].txt,2.44%,0.05%,1848,Geeignet,45,1,10541
610511 — HCO Bulletin — Assessment by Elimination - SOP Goals  [B001-038].txt,2.63%,0.41%,1975,Geeignet,52,8,10929
571204 — HCO Bulletin — Clear Procedure Continued - Step One - Participation in Session by the PC  [B033-062].txt,1.49%,0.03%,3696,Geeignet,55,1,20727
800103 — HCO Bulletin — Purification Rundown and Atomic War  [B104-001].txt,2.39%,0.96%,627,Geeignet,15,6,3770
630814 — HCO Bulletin — Lecture Graphs  [B039-042].txt,17.54%,31.58%,114,Ungeeignet,20,36,742
810729 Issue 1 — HCO Bulletin Attachment — Full Assist Checklists for Injuries and Illnesses - Attachment 2  [B165-008].txt,19.92%,40.68%,472,Ungeeignet,94,192,2635
590923 — HCO Bulletin — Carrying Out Instructions  [B035-137].txt,0.97%,0.00%,514,Geeignet,5,0,2781
670913 — HCO Bulletin — Remedy B  [B007-010].txt,1.97%,0.00%,305,Geeignet,6,0,1717
"710523 Issue 05 — HCO Bulletin — Communication Cycle in Auditing, The  [B011-060].txt",2.57%,0.64%,622,Geeignet,16,4,3593
690507 Issue 5 — HCO Bulletin — Floating Needle  [B042-053].txt,0.68%,0.00%,295,Geeignet,2,0,1560
590827 — HCO Bulletin — Success on the Special HCA-HCS Course  [B035-102].txt,6.48%,2.83%,247,Ungeeignet,16,7,1329
830910 — HCO Bulletin — PTSness and Disconnection  [B057-027].txt,2.73%,0.57%,1761,Geeignet,48,10,10512
"640320 — HCO Bulletin — Scientology VI - Part 2 - Track Analysis - The GPM (Lecture Notes - Dec 17, 1963)  [B168-015].txt",1.48%,0.00%,944,Geeignet,14,0,4981
"700823 — HCO Bulletin — Body Communication Process, The  [B010-101].txt",5.26%,0.53%,950,Ungeeignet,50,5,5682
690922 — HCO Bulletin — CCHs Not Grade I  [B008-051].txt,6.58%,0.00%,76,Ungeeignet,5,0,489
591025 — HCO Bulletin — Psychoanalysis Goes Capitalistic  [B139-012].txt,10.22%,1.00%,401,Ungeeignet,41,4,2649
710421RA — HCO Bulletin — Dianetics  [B052-014].txt,5.91%,0.00%,1827,Ungeeignet,108,0,10048
710316 Issue 2 — HCO Bulletin — Folder Admin  [B011-029].txt,7.76%,0.41%,245,Ungeeignet,19,1,1456
"690712 Issue 3 — HCO Bulletin — PC Who Has Something That Hasn't Been Handled, The  [B042-110].txt",1.00%,0.50%,200,Geeignet,2,1,1165
611116 — HCO Bulletin — Sec Checking  [B085-013].txt,0.97%,0.12%,824,Geeignet,8,1,4492
700715 — HCO Bulletin — Unresolved Pains  [B010-134].txt,6.73%,0.46%,862,Ungeeignet,58,4,5057
"620222 — HCO Bulletin — Withholds, Missed and Partial  [B160-002].txt",3.91%,0.36%,562,Geeignet,22,2,3277
680927 — HCO Bulletin — ARC Straightwire  [B008-056].txt,3.28%,1.64%,183,Geeignet,6,3,1078
710523 Issue 04 — HCO Bulletin — Communication Cycles within the Auditing Cycle  [B011-059].txt,4.30%,0.97%,1441,Geeignet,62,14,8369
600108 — HCO Bulletin — OT Procedure for HCS-BScn Courses  [B024-006].txt,9.05%,0.73%,1094,Ungeeignet,99,8,6821
720409 Issue 05 — HCO Bulletin — Clearing List Words in Scientology - L4B  [B049-011].txt,2.26%,0.00%,265,Geeignet,6,0,1748
721219 — HCO Bulletin — Auditing Errors in Integrity Processing  [B050-088].txt,3.01%,0.60%,332,Geeignet,10,2,2158
590721 — HCO Bulletin — HGC Allowed Processes  [B145-007].txt,3.13%,1.10%,638,Geeignet,20,7,3672
651119 — HCO Bulletin — Problems Process  [B040-091].txt,2.75%,0.92%,109,Geeignet,3,1,675
590907 — HCO Bulletin — 'Here is a letter from Frank Turnbull to LRH which tells of good results obtained in auditing blind people...'  [B133-056].txt,1.99%,0.25%,1204,Geeignet,24,3,6798
590403 — HCO Bulletin — HAS Co-Audit and Comm Course  [B023-055].txt,14.16%,0.46%,219,Ungeeignet,31,1,1329
561115 — HCO Bulletin — HGC Preclear Complaints  [B020-029].txt,8.33%,2.78%,36,Ungeeignet,3,1,218
700629 — HCO Bulletin — List L3A for Finding BPC in Routine R3R Sessions  [B043-064].txt,6.06%,3.03%,132,Ungeeignet,8,4,772
630323 — HCO Bulletin — Clear & OT  [B039-011].txt,3.79%,0.00%,713,Geeignet,27,0,3975
840121 Issue 3R — HCO Bulletin — Delivery of the Happiness Rundown to Clears and OTs  [B107-008].txt,6.12%,0.92%,327,Ungeeignet,20,3,1963
720327 Issue 4RA — HCO Bulletin — Case Supervisor Correction List  [BTB06-005].txt,19.74%,3.42%,1606,Ungeeignet,317,55,9381
710818 — HCO Bulletin — TR Course - How to Run  [B044-085].txt,4.37%,0.37%,3819,Geeignet,167,14,21518
590611 — HCO Bulletin — Location of Terminals on HAS Co-Audit  [B133-033].txt,2.39%,0.80%,251,Geeignet,6,2,1518
650927 — HCO Bulletin — Release Gradation - Additional Data  [B040-079].txt,3.23%,0.94%,1485,Geeignet,48,14,8542
621108 — HCO Bulletin — Somatics - How to Tell Terminals and Opposition Terminals  [B160-036].txt,3.11%,0.46%,2186,Geeignet,68,10,12792
711204 Issue 1 — HCO Bulletin — R-1C  [B011-251].txt,2.83%,0.11%,882,Geeignet,25,1,5117
710316R — HCO Bulletin — What Is a Course  [B060-003].txt,2.66%,0.00%,751,Geeignet,20,0,4415
590718 — HCO Bulletin — Income Tax Reform  [B145-005].txt,6.61%,0.67%,741,Ungeeignet,49,5,4602
"811128 — HCO Bulletin — Programming Grades, NED, DCSI and Sunshine RD  [B171-005].txt",2.86%,0.00%,455,Geeignet,13,0,2525
801223 Issue 1R — HCO Bulletin Attachment — Executive Correction List - Additional Actions Required  [B104-018].txt,3.97%,0.00%,126,Geeignet,5,0,832
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B043-102].txt",2.74%,0.16%,3134,Geeignet,86,5,17767
600401 — HCO Bulletin — Route to Success in Scientology  [B139-059].txt,5.07%,1.16%,1124,Ungeeignet,57,13,6841
"630306 — HCO Bulletin — Correction to HCO Bulletin of February 22, 1963  [B039-006].txt",7.77%,1.35%,296,Ungeeignet,23,4,1721
"640301 — HCO Bulletin — Meter Reads, Size Of  [B040-003].txt",2.31%,0.46%,1083,Geeignet,25,5,5830
690722 Issue 2 — HCO Bulletin — High TA Assessment  [B042-120].txt,1.91%,0.19%,523,Geeignet,10,1,2836
691005 Issue 2 — HCO Bulletin — Dianetic Triples  [B159-049].txt,2.38%,0.00%,126,Geeignet,3,0,746
711212 — HCO Bulletin — Mandatory CSing Checklist  [B047-033].txt,9.55%,2.41%,911,Ungeeignet,87,22,5105
730104 — HCO Bulletin — Confront  [B097-002].txt,1.50%,0.00%,334,Geeignet,5,0,1947
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B114-005].txt,2.57%,0.33%,1517,Geeignet,39,5,8497
"870825 Issue 2 — HCO Bulletin — Touch Assists, More About  [B109-006].txt",1.34%,0.04%,2247,Geeignet,30,1,12588
"600128 — HCO Bulletin — Key to All Cases - Responsibility, The  [B139-034].txt",2.44%,0.00%,1637,Geeignet,40,0,9243
590728 — HCO Bulletin — Our Goals  [B133-046].txt,4.55%,0.44%,682,Geeignet,31,3,4040
690704 — HCO Bulletin — Auditing of OT III Preclears  [B144-017].txt,1.89%,0.00%,159,Geeignet,3,0,878
600315 — HCO Bulletin — Disseminating Scientology  [B024-074].txt,5.40%,1.50%,667,Ungeeignet,36,10,4172
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B139-060].txt,7.59%,0.44%,685,Ungeeignet,52,3,4474
801011 — HCO Bulletin — Drugs and Their Effects on Auditing Gains  [B056-047].txt,1.37%,1.86%,2041,Geeignet,28,38,11877
"710620 — HCO Bulletin — Supreme Test of a CS, The  [B011-086].txt",5.30%,0.18%,547,Ungeeignet,29,1,2842
610119 — HCO Bulletin — Additional HAS Processes  [B085-004].txt,3.68%,0.67%,299,Geeignet,11,2,1793
700506 — HCO Bulletin — Blows - Auditing Past Exterior  [B010-043].txt,2.40%,0.00%,334,Geeignet,8,0,2032
601010 — HCO Bulletin — Current News  [B027-074].txt,2.45%,0.33%,613,Geeignet,15,2,3615
"730120RE — HCO Bulletin — Red Tag Line, The  [B097-006].txt",3.12%,0.16%,1280,Geeignet,40,2,7037
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B142-009].txt",1.85%,0.20%,2535,Geeignet,47,5,13211
640410 — HCO Bulletin — Auditing Skills  [B004-009].txt,3.74%,0.17%,588,Geeignet,22,1,3916
580208 — HCO Bulletin — Clear Test  [B022-018].txt,0.84%,0.00%,119,Geeignet,1,0,665
690727 — HCO Bulletin — Antibiotics  [B042-124].txt,3.59%,0.54%,557,Geeignet,20,3,3469
690317R — HCO Bulletin — Summary Report Form  [B178-001].txt,3.49%,0.33%,602,Geeignet,21,2,3601
580206 — HCO Bulletin — HGC Clear Procedure Outline - Part 2 - CCH 0b - Help in Full  [B034-015].txt,3.63%,0.81%,248,Geeignet,9,2,1414
580124 — HCO Bulletin — Subject - Outline of the Activities of the HCO Office of L. Ron Hubbard  [B022-009].txt,1.03%,0.00%,390,Geeignet,4,0,2444
680524 — HCO Bulletin — Coaching  [B122-001].txt,0.99%,0.27%,1111,Geeignet,11,3,6054
690803R — HCO Bulletin — LX2 - Emotional Assessment List  [B082-040].txt,10.14%,2.90%,138,Ungeeignet,14,4,958
691005 Issue 2 — HCO Bulletin — Dianetic Triples  [B075-084].txt,1.61%,0.00%,124,Geeignet,2,0,737
720406 — HCO Bulletin — Basic Tape Rundown  [B012-068].txt,4.01%,0.17%,573,Geeignet,23,1,3252
720905 — HCO Bulletin — High Crime Checkouts  [B050-018].txt,2.69%,1.01%,891,Geeignet,24,9,4832
610423 — HCO Bulletin — Change Processes  [B037-028].txt,4.88%,0.00%,164,Geeignet,8,0,990
710523 Issue 09 — HCO Bulletin — Metering  [B011-064].txt,5.84%,1.30%,154,Ungeeignet,9,2,919
"800619R — HCO Bulletin — Auditor's Code, The  [B059-005].txt",5.56%,0.16%,629,Ungeeignet,35,1,3769
570406 — HCO Bulletin — Central Files and Procurement  [B021-012].txt,4.01%,0.16%,6729,Geeignet,270,11,38677
791205 — HCO Bulletin — Cancellation of HCOB 5 Dec 79 - ''The Difference between the Comm Cycle in Regular Auditing and Cycles of Action in Solo...''  [B062-010].txt,3.19%,0.27%,376,Geeignet,12,1,2225
810131 — HCO Bulletin Attachment — FES Checklist for Starting or Continuing Dianetics  [B082-037].txt,4.55%,0.00%,220,Geeignet,10,0,1294
610523 — HCO Bulletin — Prehav Scale Revised  [B135-006].txt,7.11%,0.45%,17586,Ungeeignet,1250,80,127084
690528 Issue 2 — HCO Bulletin — Dianetics and Results - Dianetic Counseling Groups  [B042-085].txt,2.94%,0.13%,748,Geeignet,22,1,4345
610128 — HCO Bulletin — New Assessment Scale  [B037-007].txt,4.90%,1.15%,347,Geeignet,17,4,2124
591005 — HCO Bulletin — Tape and Record Production Hat  [B023-209].txt,2.73%,0.52%,768,Geeignet,21,4,4604
590703 — HCO Bulletin — Locational Processing  [B035-073].txt,2.67%,0.00%,449,Geeignet,12,0,2905
690422 — HCO Bulletin — Dianetics vs Scientology  [B042-029].txt,2.40%,0.00%,500,Geeignet,12,0,3000
680805 — HCO Bulletin — Change of Commands - Overt-Motivator Sequence  [B008-026].txt,0.47%,0.00%,212,Geeignet,1,0,1185
560803 — HCO Bulletin — Mail Line  [B020-009].txt,3.37%,0.00%,178,Geeignet,6,0,1082
"710523 Issue 01R — HCO Bulletin — Magic of the Communication Cycle, The  [B130-014].txt",1.42%,0.13%,776,Geeignet,11,1,4436
700401 — HCO Bulletin — Ethics Program-1 Case Actions  [B076-010].txt,6.00%,1.07%,750,Ungeeignet,45,8,4337
650304 — HCO Bulletin — Scientology VI - Gradient Scale for Solo  [B168-045].txt,4.20%,0.30%,333,Geeignet,14,1,1816
710316 — HCO Bulletin — Student and Course Morale - Tough Checkouts & Coaching  [B044-027].txt,4.46%,0.30%,336,Geeignet,15,1,2118
640814 — HCO Bulletin — Model Session - Levels III to VI  [B030-013].txt,1.87%,0.19%,1068,Geeignet,20,2,6050
620830 — HCO Bulletin — Order of Prepcheck Buttons  [B038-052].txt,3.82%,0.00%,157,Geeignet,6,0,1065
"651116 Issue 2 — HCO Bulletin — Commands for Upper Indoctrination - TR 6, TR 7, TR 9  [B005-046].txt",3.26%,0.00%,92,Geeignet,3,0,560
610302 — HCO Bulletin — Formula 20  [B135-002].txt,3.67%,0.00%,109,Geeignet,4,0,669
"590929 — HCO Bulletin — Organization of a PE Foundation, The  [B139-010].txt",4.37%,0.60%,1510,Geeignet,66,9,8430
