Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
720831 Issue 2 — HCO Bulletin — Hi-Lo TA Assessment for Confessionals  [B050-014].txt,5.62%,1.99%,552,Ungeeignet,31,11,2980
"570917 — HCO Bulletin — Correction of HCO Procedure Letter of September 3, 1957  [B033-054].txt",5.63%,0.00%,71,Ungeeignet,4,0,457
"720603 — HCO Bulletin — PTS Rundown, Final Step  [B012-118].txt",5.63%,0.94%,426,Ungeeignet,24,4,2380
750423 — HCO Bulletin — Vanishing Cream and False TA  [B053-028].txt,5.63%,0.26%,391,Ungeeignet,22,1,2247
731115R — HCO Bulletin — Fear of People List R  [B051-076].txt,5.63%,0.18%,568,Ungeeignet,32,1,3624
590827 — HCO Bulletin — Success on the Special HCA-HCS Course  [B023-139].txt,5.63%,1.30%,231,Ungeeignet,13,3,1258
720108 Issue 3 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part E - Grade III Processes  [B048-037].txt,5.63%,2.24%,1652,Ungeeignet,93,37,9531
620802 — HCO Bulletin — CCH Answers  [B136-004].txt,5.64%,0.00%,195,Ungeeignet,11,0,1149
600203 — HCO Bulletin — Security Check  [B024-029].txt,5.65%,0.56%,177,Ungeeignet,10,1,1087
690519 — HCO Bulletin — Pastoral Counseling - Health Form  [B075-043].txt,5.65%,0.39%,513,Ungeeignet,29,2,3063
710719 — HCO Bulletin — Interns  [B011-116].txt,5.65%,1.19%,1009,Ungeeignet,57,12,5514
580501 — HCO Bulletin — Signs of Success  [B034-034].txt,5.65%,0.81%,124,Ungeeignet,7,1,786
620912R — HCO Bulletin — Security Checks Again  [B165-007].txt,5.65%,1.23%,814,Ungeeignet,46,10,4832
720830 Issue 2 — HCO Bulletin — Expanded Dianetic Case A  [B050-012].txt,5.65%,0.92%,1840,Ungeeignet,104,17,10142
620712 — HCO Bulletin — Motivatorish Cases  [B038-044].txt,5.65%,0.19%,1079,Ungeeignet,61,2,6484
590224 — HCO Bulletin — Letter Designations on HCO Bulletins  [B035-018].txt,5.65%,0.00%,124,Ungeeignet,7,0,794
"621217 — HCO Bulletin — Correction to HCO Bulletin of December 5, 1962  [B155-009].txt",5.66%,1.89%,106,Ungeeignet,6,2,653
600727 — HCO Bulletin — Double Action Cycles  [B024-170].txt,5.66%,0.40%,742,Ungeeignet,42,3,4679
600616 — HCO Bulletin — Hints on Running Cases with Help  [B036-101].txt,5.66%,0.67%,1201,Ungeeignet,68,8,6697
"690105R — HCO Bulletin — Unresolving Cases, Additional Note  [B093-001].txt",5.66%,0.00%,159,Ungeeignet,9,0,952
591029 — HCO Bulletin — Secrets of Success  [B023-252].txt,5.67%,0.20%,1006,Ungeeignet,57,2,5736
700615 — HCO Bulletin — Repair Example  [B010-058].txt,5.67%,0.68%,1606,Ungeeignet,91,11,8803
"600208 — HCO Bulletin — Honest People Have Rights, Too  [B024-036].txt",5.68%,0.48%,828,Ungeeignet,47,4,4774
620215 — HCO Bulletin — Co-Audit and Missed Withholds  [B038-008].txt,5.68%,0.00%,88,Ungeeignet,5,0,578
700720 — HCO Bulletin — Folder Error Summaries  [B010-080].txt,5.68%,0.55%,546,Ungeeignet,31,3,3078
"690527 — HCO Bulletin — VIII's Nightmare, The  [B042-082].txt",5.68%,0.00%,264,Ungeeignet,15,0,1441
720409 Issue 07 — HCO Bulletin — Clearing List Words in Scientology - CS Series 53RRR  [B012-076].txt,5.69%,1.22%,246,Ungeeignet,14,3,1570
690514 Issue 2 — HCO Bulletin — FN and Erasure  [B042-064].txt,5.69%,0.50%,404,Ungeeignet,23,2,2246
"790618 — HCO Bulletin — Crashing Mis-U Repair List - LC1, The  [B082-015].txt",5.69%,0.09%,1159,Ungeeignet,66,1,6598
680831 — HCO Bulletin — Written CS Instructions  [B008-039].txt,5.70%,0.63%,158,Ungeeignet,9,1,908
840115 — HCO Bulletin — Happiness Rundown Additives  [B062-018].txt,5.70%,0.24%,2930,Ungeeignet,167,7,16507
721107 Issue 1 — HCO Bulletin — Correction Lists  [B012-182].txt,5.70%,0.95%,316,Ungeeignet,18,3,1788
611026 — HCO Bulletin — Safe Auditing Table  [B001-088].txt,5.70%,0.00%,491,Ungeeignet,28,0,2945
700828RB — HCO Bulletin — HC Outpoint-Pluspoint Lists RB  [B094-033].txt,5.70%,0.25%,1613,Ungeeignet,92,4,10415
721021 Issue 1 — HCO Bulletin — Expanded Dianetic Case F  [B012-162].txt,5.70%,0.48%,3542,Ungeeignet,202,17,19262
590203 — HCO Bulletin — HGC Current Procedure  [B035-012].txt,5.70%,0.18%,544,Ungeeignet,31,1,3328
720409 Issue 10 — HCO Bulletin — Clearing List Words in Scientology - Int Rundown Correction List Revised  [B012-079].txt,5.71%,0.63%,315,Ungeeignet,18,2,2082
711029RA — HCO Bulletin — Int Rundown Correction List Revised  [B095-014].txt,5.71%,0.29%,1700,Ungeeignet,97,5,9388
591016 — HCO Bulletin — HCO Hats  [B023-228].txt,5.71%,1.90%,105,Ungeeignet,6,2,594
680116 — HCO Bulletin — Starting of Preclears  [B041-042].txt,5.71%,0.95%,105,Ungeeignet,6,1,650
570517 — HCO Training Bulletin — Definitions  [B021-022].txt,5.71%,0.95%,105,Ungeeignet,6,1,682
820331R — HCO Bulletin — Basic Study Missed Withhold  [B106-006].txt,5.71%,0.00%,210,Ungeeignet,12,0,1275
581107 — HCO Bulletin — HPA Courses for Staff  [B034-080].txt,5.71%,0.00%,105,Ungeeignet,6,0,648
590718 — HCO Bulletin — Income Tax Reform  [B133-041].txt,5.71%,0.13%,788,Ungeeignet,45,1,4840
651126 — HCO Bulletin — Information on Rehabilitation  [B040-093].txt,5.71%,0.32%,315,Ungeeignet,18,1,1826
730120R — HCO Bulletin Attachment — Red Tag Report  [B097-003].txt,5.71%,0.00%,70,Ungeeignet,4,0,496
890325 — HCO Bulletin — Mistakes and PTSness  [B111-002].txt,5.71%,0.00%,70,Ungeeignet,4,0,442
680116 — HCO Bulletin — Starting of Preclears  [B008-006].txt,5.71%,0.95%,105,Ungeeignet,6,1,651
710616 Issue 1 — HCO Bulletin — Rapid TR-2  [B011-080].txt,5.71%,0.63%,315,Ungeeignet,18,2,1737
600210 — HCO Bulletin — Definition - The State of Release  [B036-034].txt,5.71%,2.86%,70,Ungeeignet,4,2,401
600920 — HCO Bulletin — Presessions 11-31  [B065-027].txt,5.72%,0.98%,717,Ungeeignet,41,7,4705
710715 Issue 3RD — HCO Bulletin — Drug Handling  [B124-002].txt,5.73%,0.60%,2653,Ungeeignet,152,16,15078
710930 Issue 9 — HCO Bulletin — Drill - Recall Lists Model Session  [B045-064].txt,5.73%,0.59%,1519,Ungeeignet,87,9,8247
700126 — HCO Bulletin — Exterior and Sec Checks  [B010-008].txt,5.73%,0.64%,314,Ungeeignet,18,2,1842
"690527 — HCO Bulletin — VIII's Nightmare, The  [B075-053].txt",5.73%,0.00%,262,Ungeeignet,15,0,1441
"600607 — HCO Bulletin — Bulletin Check List (WE June 4, 1960)  [B024-149].txt",5.73%,1.72%,349,Ungeeignet,20,6,1972
650427 — HCO Bulletin — Clay Table Healing Goof  [B081-021].txt,5.74%,0.00%,209,Ungeeignet,12,0,1199
601201 — HCO Bulletin — New Formulas  [B036-178].txt,5.74%,0.26%,383,Ungeeignet,22,1,2295
721107 Issue 4 — HCO Bulletin — Dianetic Assessment Lists  [B012-185].txt,5.74%,0.60%,331,Ungeeignet,19,2,1853
"720330R — HCO Bulletin — Primary Correction Rundown Revised, The  [B012-115].txt",5.75%,0.89%,783,Ungeeignet,45,7,4452
690717RB — HCO Bulletin — New Era Dianetics Command Training Drills  [B173-006].txt,5.75%,0.50%,1810,Ungeeignet,104,9,11017
690528RA — HCO Bulletin — How Not to Erase  [B169-013].txt,5.75%,0.52%,956,Ungeeignet,55,5,5309
620912 — HCO Bulletin — 3GA - Expanded Line Wording Correction  [B038-060].txt,5.75%,1.15%,87,Ungeeignet,5,1,547
720218 Issue 2 — HCO Bulletin — Tape Translations to Tape  [B048-028].txt,5.75%,0.00%,504,Ungeeignet,29,0,3254
"580729 — HCO Bulletin — Rock, The  [B022-066].txt",5.76%,0.00%,295,Ungeeignet,17,0,1594
700619 — HCO Bulletin — CS Q and A  [B043-056].txt,5.77%,0.18%,1127,Ungeeignet,65,2,6124
691115 Issue 1 — HCO Bulletin — Case Supervision - Auditing and Results  [B009-160].txt,5.77%,0.30%,676,Ungeeignet,39,2,3947
761210 — HCO Bulletin — FN and TA Position  [B100-012].txt,5.77%,0.10%,954,Ungeeignet,55,1,5290
580912 — HCO Bulletin — Post Case Analysis Routine  [B034-067].txt,5.77%,0.00%,104,Ungeeignet,6,0,616
610407 Issue 2 — HCO Bulletin — SOP Goals - Modification 1  [B037-022].txt,5.77%,0.00%,433,Ungeeignet,25,0,2626
691003 — HCO Bulletin — Dianetic Remedies  [B042-141].txt,5.77%,0.50%,1005,Ungeeignet,58,5,5791
701128 — HCO Bulletin — Psychosis  [B078-022].txt,5.78%,0.46%,1506,Ungeeignet,87,7,8818
561114 — HCO Bulletin — Reorganization Washington Operation  [B020-028].txt,5.79%,0.08%,1313,Ungeeignet,76,1,8049
680520 — HCO Bulletin — Overt-Motivator Sequence  [B070-003].txt,5.79%,0.34%,881,Ungeeignet,51,3,5052
711205 — HCO Bulletin — End Phenomenas  [B052-043].txt,5.79%,0.77%,259,Ungeeignet,15,2,1503
681215 — HCO Bulletin — L4B - for Assessment of All Listing Errors  [B158-018].txt,5.79%,0.20%,984,Ungeeignet,57,2,5329
840121 Issue 3R — HCO Bulletin — Delivery of the Happiness Rundown to Clears and OTs  [B107-008].txt,5.79%,0.61%,328,Ungeeignet,19,2,1963
600108 — HCO Bulletin — OT Procedure for HCS-BScn Courses  [B134-002].txt,5.81%,0.18%,1118,Ungeeignet,65,2,6686
680925 — HCO Bulletin — Continuous PT Overts  [B122-006].txt,5.81%,3.49%,86,Ungeeignet,5,3,521
561015 — HCO Bulletin — Summary Research Project  [B033-023].txt,5.81%,0.00%,258,Ungeeignet,15,0,1560
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B044-005].txt,5.81%,0.40%,1239,Ungeeignet,72,5,6986
"710620 — HCO Bulletin — Supreme Test of a CS, The  [B044-082].txt",5.82%,0.18%,550,Ungeeignet,32,1,2844
"710915 — HCO Bulletin — Worst Tangle, The  [B011-165].txt",5.82%,0.25%,395,Ungeeignet,23,1,2148
710705 — HCO Bulletin — Assists  [B078-042].txt,5.82%,0.18%,550,Ungeeignet,32,1,3065
600420 — HCO Bulletin — Success in Australia  [B139-068].txt,5.83%,1.94%,103,Ungeeignet,6,2,660
610523 — HCO Bulletin — Prehav Scale Revised  [B154-009].txt,5.83%,0.16%,18301,Ungeeignet,1067,29,131764
581107 — HCO Bulletin — HPA Courses for Staff  [B022-078].txt,5.83%,0.00%,103,Ungeeignet,6,0,651
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B035-006].txt,5.83%,0.00%,103,Ungeeignet,6,0,660
720227 Issue 2R — HCO Bulletin — Pregnancy and Auditing  [B051-038].txt,5.83%,2.91%,103,Ungeeignet,6,3,665
700115 Issue 3 — HCO Bulletin — TR 104  [B010-004].txt,5.83%,0.42%,240,Ungeeignet,14,1,1408
670322 — HCO Bulletin — Alter-Is and Degraded Beings  [B007-005].txt,5.83%,0.33%,600,Ungeeignet,35,2,3657
600204 — HCO Bulletin — Subject Matter for Infraction Sheets - All Processional Level Scientology Courses  [B036-028].txt,5.84%,0.65%,154,Ungeeignet,9,1,978
610810 — HCO Bulletin — Information on Clears  [B028-038].txt,5.84%,0.97%,308,Ungeeignet,18,3,1897
600923 — HCO Bulletin — Order of Test of Havingness and Confront Commands  [B036-142].txt,5.84%,0.32%,941,Ungeeignet,55,3,5426
721228RA — HCO Bulletin — Auditor's Rights Addition - Revised  [B096-032].txt,5.85%,0.58%,513,Ungeeignet,30,3,2910
710624 — HCO Bulletin — Word Clearing  [B130-023].txt,5.85%,0.25%,393,Ungeeignet,23,1,2313
640413 — HCO Bulletin — Tone Arm Action  [B004-010].txt,5.85%,0.36%,3335,Ungeeignet,195,12,18922
560103 — HCO Bulletin — Six Levels of Processing - Issue 7  [B020-005].txt,5.86%,0.64%,1399,Ungeeignet,82,9,8439
621124 — HCO Bulletin — Routine 2-12 - List One - Issue 1 - The Scientology List  [B038-069].txt,5.87%,0.68%,443,Ungeeignet,26,3,2850
700302 — HCO Bulletin — List L1A  [B043-021].txt,5.87%,0.26%,392,Ungeeignet,23,1,2459
"711008 Issue 2 — HCO Bulletin — Scene, The  [B046-008].txt",5.87%,0.43%,1176,Ungeeignet,69,5,6424
"781231 Issue 3RA — HCO Bulletin — Educating the Potential Trouble Source, The First Step toward Handling - PTS CS-1  [B102-038].txt",5.87%,0.08%,1329,Ungeeignet,78,1,7843
770121RB — HCO Bulletin — False TA Checklist  [B101-001].txt,5.88%,0.13%,3093,Ungeeignet,182,4,16587
711029RA — HCO Bulletin — Int Rundown Correction List Revised  [B082-018].txt,5.88%,0.24%,1702,Ungeeignet,100,4,9246
681215 — HCO Bulletin — L4B - for Assessment of All Listing Errors  [B044-030].txt,5.88%,0.19%,1037,Ungeeignet,61,2,5677
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B023-016].txt,5.88%,1.96%,102,Ungeeignet,6,2,667
590203 — HCO Bulletin — Flattening a Process  [B023-028].txt,5.88%,0.00%,51,Ungeeignet,3,0,286
590111 — HCO Bulletin — 'An amusingly effective process...'  [B023-012].txt,5.88%,0.00%,51,Ungeeignet,3,0,335
"721011 — HCO Bulletin — Tape Reference System, The  [B048-012].txt",5.88%,0.15%,646,Ungeeignet,38,1,3713
871129 — HCO Bulletin — Correction Lists  [B079-046].txt,5.88%,0.69%,289,Ungeeignet,17,2,1712
581125 — HCO Bulletin — Step 6  [B034-084].txt,5.88%,1.96%,51,Ungeeignet,3,1,305
700619 Issue 2 — HCO Bulletin — Chart of Human Evaluation  [B010-063].txt,5.89%,0.32%,628,Ungeeignet,37,2,3532
680606 — HCO Bulletin — Sec Checking Info  [B150-001].txt,5.89%,1.66%,662,Ungeeignet,39,11,3798
621230 — HCO Bulletin — Routines 2-12 and 2-10 - Case Errors - Points of Greatest Importance  [B002-099].txt,5.89%,0.62%,5330,Ungeeignet,314,33,29878
630912 — HCO Bulletin — CCHs Data  [B003-063].txt,5.89%,0.10%,984,Ungeeignet,58,1,5834
"630515 — HCO Bulletin — Time Track and Engram Running by Chains - Bulletin 1, The  [B039-015].txt",5.90%,0.16%,2542,Ungeeignet,150,4,14881
"580730 — HCO Bulletin — Handling of Hubbard Communications Offices, The  [B034-055].txt",5.90%,0.10%,3050,Ungeeignet,180,3,18188
701223 — HCO Bulletin — Fast Courses  [B043-127].txt,5.90%,1.86%,644,Ungeeignet,38,12,3492
720813R — HCO Bulletin — Fast Flow Training  [B012-141].txt,5.90%,0.44%,678,Ungeeignet,40,3,3931
590721 — HCO Bulletin — HGC Allowed Processes  [B133-042].txt,5.91%,0.47%,643,Ungeeignet,38,3,3713
621029 — HCO Bulletin — Preclearing Intensive  [B002-077].txt,5.91%,0.00%,186,Ungeeignet,11,0,1258
690812 — HCO Bulletin — Dianetic Case Supervisor Index  [B159-045].txt,5.91%,1.92%,1928,Ungeeignet,114,37,11342
630329 — HCO Bulletin — Summary of Security Checking  [B039-012].txt,5.91%,0.32%,1236,Ungeeignet,73,4,6739
591104 — HCO Bulletin — Tips for HAS Co-Audit Instructors  [B026-017].txt,5.92%,0.34%,591,Ungeeignet,35,2,3425
620810 — HCO Bulletin — How It Feels to Go Clear  [B038-049].txt,5.92%,1.16%,692,Ungeeignet,41,8,3749
720720 Issue 1 — HCO Bulletin — Primary Correction Rundown Handling  [B012-135].txt,5.93%,0.49%,1029,Ungeeignet,61,5,5467
710523 Issue 08 — HCO Bulletin — Recognition of Rightness of the Being  [B011-063].txt,5.93%,0.19%,1063,Ungeeignet,63,2,5986
810131 — HCO Bulletin Attachment — FES Summary  [B082-037].txt,5.93%,0.44%,1147,Ungeeignet,68,5,7080
600922 — HCO Bulletin — Presessions and Regimens  [B036-141].txt,5.93%,0.32%,944,Ungeeignet,56,3,5713
690519R — HCO Bulletin Attachment — Pastoral Counseling - Health Form  [B042-071].txt,5.93%,0.52%,573,Ungeeignet,34,3,3780
600928 — HCO Bulletin — Tips on How to Crack an HGC Case  [B036-146].txt,5.93%,1.58%,253,Ungeeignet,15,4,1653
590929 — HCO Bulletin — HCO WW Files  [B035-147].txt,5.93%,4.24%,118,Ungeeignet,7,5,738
700710 Issue 2 — HCO Bulletin — Interiorization Intensive Goof  [B010-074].txt,5.94%,0.20%,488,Ungeeignet,29,1,2749
711126 Issue 4 — HCO Bulletin — Drills Course for Auditors - Expanded GF-40X Drills  [B047-016].txt,5.94%,0.51%,3133,Ungeeignet,186,16,18757
630211 — HCO Bulletin — Current Auditing  [B003-006].txt,5.95%,2.06%,874,Ungeeignet,52,18,4535
630220 — HCO Bulletin — Routine 2 & 3 Model Session  [B003-008].txt,5.95%,0.17%,1159,Ungeeignet,69,2,6561
620215 — HCO Bulletin — Co-Audit and Missed Withholds  [B002-011].txt,5.95%,1.19%,84,Ungeeignet,5,1,552
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B044-049].txt,5.95%,0.54%,185,Ungeeignet,11,1,1035
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B011-005].txt,5.95%,0.16%,1226,Ungeeignet,73,2,6954
700329 — HCO Bulletin — Auditing and Ethics  [B010-032].txt,5.95%,1.19%,84,Ungeeignet,5,1,514
"711025 Issue 2 — HCO Bulletin — Special Drug Rundown, The  [B046-036].txt",5.96%,0.40%,4228,Ungeeignet,252,17,24226
690816R — HCO Bulletin — Handling Illness In Scientology  [B093-025].txt,5.96%,1.25%,722,Ungeeignet,43,9,4192
680930 — HCO Bulletin — Lists  [B092-011].txt,5.96%,1.99%,151,Ungeeignet,9,3,804
"630624 — HCO Bulletin — Correction on HCO Bulletin June 24, AD 13 - R3 - Engram Running by Chains, Bulletin 3  [B003-027].txt",5.96%,2.13%,235,Ungeeignet,14,5,1552
600421 — HCO Bulletin — Presession Processes  [B036-072].txt,5.97%,0.45%,1775,Ungeeignet,106,8,10249
591218 — HCO Bulletin — HAS Co-Audit  [B026-022].txt,5.97%,0.00%,67,Ungeeignet,4,0,445
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B044-046].txt,5.97%,0.25%,1993,Ungeeignet,119,5,11104
720402 Issue 2RB — HCO Bulletin — L3 EXD RB - Expanded Dianetics Repair List  [B014-015].txt,5.98%,0.28%,1405,Ungeeignet,84,4,8050
651201 — HCO Bulletin — CCHs  [B067-021].txt,5.98%,0.24%,1237,Ungeeignet,74,3,7549
811030 — HCO Bulletin — CS Series 114 Cancelled  [B064-032].txt,5.98%,0.19%,518,Ungeeignet,31,1,2992
680917 — HCO Bulletin — Overrun Process  [B008-045].txt,5.98%,1.09%,184,Ungeeignet,11,2,999
710930 Issue 5 — HCO Bulletin — Co-Auditing Drill - Model Session for CCHs 1 to 4  [B045-060].txt,5.98%,0.30%,2343,Ungeeignet,140,7,13048
580203 — HCO Bulletin — HGC Current Procedure  [B034-013].txt,5.98%,0.00%,535,Ungeeignet,32,0,3261
811030 — HCO Bulletin — CS Series 114 Cancelled  [B060-017].txt,5.98%,0.19%,518,Ungeeignet,31,1,2994
591005 — HCO Bulletin — Game Condition and Auditing  [B133-062].txt,5.98%,0.93%,535,Ungeeignet,32,5,3140
840225 Issue 2 — HCO Bulletin — Mandatory CSing Checklist - Cancelled  [B062-032].txt,5.99%,0.75%,267,Ungeeignet,16,2,1561
601010 — HCO Bulletin — Staff Theta Clearing Course  [B036-152].txt,5.99%,0.57%,1235,Ungeeignet,74,7,7335
770121RB — HCO Bulletin — False TA Checklist  [B079-036].txt,5.99%,0.13%,3074,Ungeeignet,184,4,16386
610523 — HCO Bulletin — Prehav Scale Revised  [B135-006].txt,5.99%,0.16%,17654,Ungeeignet,1057,28,127084
651207 — HCO Bulletin — Estimation Generale De Rupture D'ARC - Liste I  [B040-096].txt,51.04%,0.52%,192,Ungeeignet,98,1,1311
800911 — HCO Bulletin — L4BRA Words List  [B082-005].txt,6.00%,0.72%,417,Ungeeignet,25,3,2658
810504R — HCO Bulletin — Study Green Form  [B056-073].txt,6.01%,0.28%,3891,Ungeeignet,234,11,21376
"711025 Issue 2 — HCO Bulletin — Special Drug Rundown, The  [B011-214].txt",6.01%,0.45%,4240,Ungeeignet,255,19,24312
690717 Issue 2 — HCO Bulletin — Flagrant Auditing Errors  [B042-114].txt,6.01%,0.15%,682,Ungeeignet,41,1,4143
"600331 — HCO Bulletin — Hubbard Co-Audit Control Panel, The  [B065-012].txt",6.01%,0.52%,383,Ungeeignet,23,2,2348
780715RA — HCO Bulletin Attachment — Scientology CS-1 - Definitions Sheet  [B102-011].txt,6.01%,0.80%,2745,Ungeeignet,165,22,17051
590703 — HCO Bulletin — ARC Straightwire  [B133-037].txt,6.01%,0.48%,416,Ungeeignet,25,2,2536
810129 Issue 1 — HCO Bulletin Attachment — FES Summary  [B056-068].txt,6.01%,0.36%,1099,Ungeeignet,66,4,6801
600210 Issue 2 — HCO Bulletin — Restoration of Certificates  [B139-039].txt,6.02%,0.00%,83,Ungeeignet,5,0,555
600420 — HCO Bulletin — Processes  [B027-034].txt,6.02%,0.75%,133,Ungeeignet,8,1,845
710531 — HCO Bulletin — Standard 12.5 Hour Intensive Programs  [B011-201].txt,6.02%,2.87%,349,Ungeeignet,21,10,1974
600210 Issue 2 — HCO Bulletin — Restoration of Certificates  [B027-012].txt,6.02%,0.00%,83,Ungeeignet,5,0,552
601201 — HCO Bulletin — New Formulas  [B114-043].txt,6.02%,0.52%,382,Ungeeignet,23,2,2245
710412 — HCO Bulletin — Exteriorization Errors  [B044-043].txt,6.02%,0.10%,1013,Ungeeignet,61,1,5410
710207 Issue 2 — HCO Bulletin — Cancellation  [B044-012].txt,6.02%,1.20%,83,Ungeeignet,5,1,506
701008 — HCO Bulletin — Persistent FN  [B010-116].txt,6.02%,1.23%,897,Ungeeignet,54,11,4793
610423 — HCO Bulletin — Change Processes  [B001-033].txt,6.02%,0.60%,166,Ungeeignet,10,1,1004
600919 — HCO Bulletin — ACC Lecture Tapes  [B036-137].txt,6.02%,0.00%,415,Ungeeignet,25,0,2286
601027 — HCO Bulletin — Revised Case Entrance  [B036-163].txt,6.02%,0.00%,1063,Ungeeignet,64,0,6314
590722 — HCO Bulletin — Actual Working Definition of Psychology  [B023-115].txt,6.03%,0.00%,116,Ungeeignet,7,0,690
590306 — HCO Bulletin — Training Drills  [B023-046].txt,6.03%,0.38%,531,Ungeeignet,32,2,3007
611102 — HCO Bulletin — Training CCHs  [B161-026].txt,6.03%,0.75%,1194,Ungeeignet,72,9,7153
570503 — HCO Bulletin — Training - What It Is Today - How We Tell People about It  [B021-018].txt,6.03%,0.95%,315,Ungeeignet,19,3,1880
590228 — HCO Bulletin — Analysis of Cases  [B023-041].txt,6.03%,0.00%,580,Ungeeignet,35,0,3788
