Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
721224 Issue 2 — HCO Bulletin — Integrity Processing Form 02 - General Staff Integrity List  [B050-094].txt,3881,17-10-24 14:52,0,0,1,0,10,2
721224 Issue 3 — HCO Bulletin — Integrity Processing Form 03 - Auditor Integrity List  [B012-219].txt,5175,17-10-24 14:51,0,0,1,0,0,0
721224 Issue 3 — HCO Bulletin — Integrity Processing Form 03 - Auditor Integrity List  [B050-095].txt,5146,17-10-24 14:51,0,0,1,0,0,0
721224 Issue 3 — HCO Bulletin — Integrity Processing Form 03 - Auditor Integrity List  [B050-096].txt,5114,17-10-24 14:52,0,0,1,0,0,0
721224 Issue 4 — HCO Bulletin — Integrity Processing Form 04 - Supervisor Integrity List  [B012-220].txt,3592,17-10-24 14:51,0,0,1,0,0,0
721224 Issue 5 — HCO Bulletin — Integrity Processing Form 05 - Student Integrity List  [B012-221].txt,2988,17-10-24 14:52,0,0,0,0,0,0
721224 Issue 5 — HCO Bulletin — Integrity Processing Form 05 - Student Integrity List  [B050-097].txt,2969,17-10-24 14:51,0,0,1,0,0,0
721228R — HCO Bulletin — Auditor's Rights Addition  [B051-021].txt,2317,17-10-24 14:51,0,0,1,0,0,0
721228R — HCO Bulletin — Auditor's Rights Addition  [B051-022].txt,2298,17-10-24 14:51,0,0,1,0,0,0
721228R — HCO Bulletin — Auditor's Rights Addition  [B096-028].txt,2223,17-10-24 14:51,0,0,1,0,0,0
721228R — HCO Bulletin — Auditor's Rights Addition  [B096-029].txt,2233,17-10-24 14:52,0,0,0,0,0,0
721228RA — HCO Bulletin — Auditor's Rights Addition - Revised  [B096-030].txt,2984,17-10-24 14:52,0,0,1,0,0,0
721228RA — HCO Bulletin — Auditor's Rights Addition - Revised  [B096-031].txt,2860,17-10-24 14:52,0,0,1,0,0,0
721228RA — HCO Bulletin — Auditor's Rights Addition - Revised  [B096-032].txt,2910,17-10-24 14:51,0,0,0,0,0,0
730104 — HCO Bulletin — Confront  [B013-001].txt,2077,17-10-24 14:52,0,0,2,1,4,1
730104 — HCO Bulletin — Confront  [B051-001].txt,2075,17-10-24 14:52,0,0,1,3,13,3
730104 — HCO Bulletin — Confront  [B097-001].txt,1942,17-10-24 14:51,0,0,2,0,0,0
730104 — HCO Bulletin — Confront  [B097-002].txt,1947,17-10-24 14:52,0,0,2,74,100,35
730108 — HCO Bulletin — Study and Education - Tape Amendment  [B051-002].txt,1297,17-10-24 14:52,0,0,2,10,99,22
730108 — HCO Bulletin — Study and Education - Tape Amendment  [B143-013].txt,1309,17-10-24 14:51,0,0,2,17,99,23
730120R — HCO Bulletin Attachment — Example - PC Examiner Red Tag Log Book  [B051-023].txt,613,17-10-24 14:51,0,0,1,0,1,0
730120R — HCO Bulletin Attachment — PC Examiner Red Tag - Log Book  [B097-003].txt,592,17-10-24 14:51,0,0,0,0,0,0
730120R — HCO Bulletin Attachment — PC Examiner Red Tag - Log Book  [B097-004].txt,613,17-10-24 14:52,1,0,1,0,0,0
730120R — HCO Bulletin Attachment — Red Tag Report  [B051-023].txt,395,17-10-24 14:51,0,0,1,0,0,0
730120R — HCO Bulletin Attachment — Red Tag Report  [B097-003].txt,496,17-10-24 14:51,0,0,1,0,0,0
730120R — HCO Bulletin Attachment — Red Tag Report  [B097-004].txt,384,17-10-24 14:52,0,0,1,0,0,0
"730120R — HCO Bulletin — Red Tag Line, The  [B051-023].txt",7152,17-10-24 14:51,0,0,0,0,0,0
"730120R — HCO Bulletin — Red Tag Line, The  [B097-003].txt",7108,17-10-24 14:52,0,0,0,0,0,0
"730120R — HCO Bulletin — Red Tag Line, The  [B097-004].txt",7193,17-10-24 14:52,0,0,0,0,0,0
730120RA — HCO Bulletin Attachment — PC Examiner Red Tag - Log Book  [B097-005].txt,1061,17-10-24 14:51,2,3,1,1,98,21
730120RA — HCO Bulletin Attachment — Red Tag Report  [B097-005].txt,431,17-10-24 14:52,0,0,1,0,0,0
"730120RA — HCO Bulletin — Red Tag Line, The  [B097-005].txt",6826,17-10-24 14:52,0,0,0,0,0,0
"730120RE — HCO Bulletin — Red Tag Line, The  [B097-006].txt",7037,17-10-24 14:52,0,0,1,0,0,0
730121 — HCO Bulletin — Backlogs and Stale-Dated Cramming Orders  [B051-004].txt,2382,17-10-24 14:52,0,0,1,0,0,0
"730122 — HCO Bulletin — Integrity Processing Materials, Source Of  [B051-005].txt",811,17-10-24 14:52,0,0,11,0,22,6
"730124 Issue 1 — HCO Bulletin — PC Examiner's E-Meter, The  [B051-006].txt",1857,17-10-24 14:51,0,0,1,0,73,14
730124 Issue 2 — HCO Bulletin — Examiner and False TA  [B051-007].txt,980,17-10-24 14:52,0,0,2,0,0,0
730130 Issue 1 — HCO Bulletin — Word Clearing - The Key Repair Tool for an Org  [B051-008].txt,2023,17-10-24 14:52,0,0,1,0,0,0
730130 Issue 2 — HCO Bulletin — Method 7 Data  [B013-002].txt,2570,17-10-24 14:52,0,0,1,0,10,2
730130 Issue 3 — HCO Bulletin — Difficulties with Word Clearing  [B051-009].txt,4004,17-10-24 14:52,0,0,1,0,0,0
"730130 Issue 4 — HCO Bulletin — Word Clearing on Foreign Language Students, PCs or Staff  [B051-010].txt",2667,17-10-24 14:51,0,0,1,0,1,0
730130 Issue 5 — HCO Bulletin — Build Up Powerful Word Clearers  [B051-011].txt,2184,17-10-24 14:51,0,0,1,0,0,0
730130RB — HCO Bulletin — Method 9 Word Clearing the Right Way  [B173-016].txt,38033,17-10-24 14:52,0,0,0,0,0,0
730130RE — HCO Bulletin — Method 9 Word Clearing the Right Way  [B055-037].txt,41008,17-10-24 14:51,0,0,1,0,0,0
730130RE — HCO Bulletin — Method 9 Word Clearing the Right Way  [B058-015].txt,41031,17-10-24 14:52,0,0,1,0,0,0
730130RE — HCO Bulletin — Method 9 Word Clearing the Right Way  [B062-005].txt,41018,17-10-24 14:52,0,0,1,0,0,0
730202 — HCO Bulletin — Recruiting and Hiring Interview Drills  [B051-012].txt,28738,17-10-24 14:51,0,0,1,0,0,0
730223 — HCO Bulletin — Registrar and Sales Personnel List  [B013-006].txt,5103,17-10-24 14:52,0,0,1,0,98,19
730223 — HCO Bulletin — Registrar and Sales Personnel List  [B051-017].txt,5106,17-10-24 14:52,0,0,1,0,99,20
730313 — HCO Bulletin — Handling Int-Ext  [B051-020].txt,1626,17-10-24 14:52,0,0,1,0,0,0
730320 — HCO Bulletin — Qual Handling of a Free Method 4 Word Clearing Campaign  [B051-024].txt,8516,17-10-24 14:51,0,0,0,0,0,0
730324 — HCO Bulletin — PTS Rundown Errors  [B013-007].txt,2031,17-10-24 14:51,0,0,1,0,0,0
730324 — HCO Bulletin — PTS Rundown Errors  [B051-025].txt,2015,17-10-24 14:51,0,0,1,0,0,0
730330 Issue 1 — HCO Bulletin — Step 4 - Handling Originations  [B051-026].txt,6214,17-10-24 14:51,0,0,1,0,8,1
730330 Issue 1 — HCO Bulletin — Step 4 - Handling Originations  [B052-038].txt,6145,17-10-24 14:52,0,0,1,10,99,22
730402 — HCO Bulletin — TR Successes in Life  [B051-027].txt,5669,17-10-24 14:52,0,0,0,0,0,0
730405 — HCO Bulletin — Axiom 28 Amended  [B013-008].txt,1595,17-10-24 14:51,1,0,1,99,99,40
730405 — HCO Bulletin — Axiom 28 Amended  [B051-028].txt,1591,17-10-24 14:52,1,0,3,99,99,40
730405 — HCO Bulletin — Axiom 28 Amended  [B052-033].txt,1411,17-10-24 14:51,1,0,3,99,99,40
730405 — HCO Bulletin — Axiom 28 Amended  [B165-027].txt,1681,17-10-24 14:51,0,0,2,15,99,23
730405 — HCO Bulletin — Axiom 28 Amended  [B165-042].txt,1670,17-10-24 14:52,0,0,1,0,7,1
730405R — HCO Bulletin — Axiom 28 Amended  [B058-016].txt,1655,17-10-24 14:52,0,0,1,0,1,0
730407 — HCO Bulletin — Gradients in TRs  [B013-009].txt,2874,17-10-24 14:51,0,0,0,0,0,0
730407R — HCO Bulletin — Gradients in TRs  [B052-064].txt,2764,17-10-24 14:51,0,0,0,0,0,0
730407RA — HCO Bulletin — Gradients in TRs  [B165-013].txt,3949,17-10-24 14:52,0,0,0,0,0,0
730505 — HCO Bulletin — R-Factor for New Staff on Integrity Processing Form 1  [B013-010].txt,1657,17-10-24 14:52,0,0,1,0,13,2
730505 — HCO Bulletin — R-Factor for New Staff on Integrity Processing Form 1  [B051-030].txt,1661,17-10-24 14:51,0,0,1,0,11,2
730511 — HCO Bulletin — Ethics Officer Integrity List  [B051-031].txt,5201,17-10-24 14:51,0,0,1,0,93,18
730518 — HCO Bulletin — ARC Break Handling in Expanded Dianetics  [B013-011].txt,1930,17-10-24 14:51,0,0,1,0,0,0
"730520 Issue 1 — HCO Bulletin — Wants Handled Rundown, The  [B013-012].txt",6467,17-10-24 14:52,0,0,0,0,0,0
730520 Issue 2 — HCO Bulletin — Expanded Dianetics Programming  [B013-013].txt,7819,17-10-24 14:52,0,0,1,0,0,0
730520 Issue 3 — HCO Bulletin — Expanded Dianetics CS and Auditor Errors  [B013-014].txt,3119,17-10-24 14:52,0,0,0,0,0,0
730522 — HCO Bulletin — TRs - How to Use the LRH Model Auditing Tapes  [B013-015].txt,4849,17-10-24 14:51,0,0,0,0,0,0
730524 — HCO Bulletin — Case Supervisor Integrity List  [B051-032].txt,6336,17-10-24 14:52,0,15,1,0,0,3
730524 — HCO Bulletin — Case Supervisor Integrity List  [B051-060].txt,5872,17-10-24 14:52,0,0,1,0,0,0
730530 — HCO Bulletin — Cancellation of Bulletins  [B013-017].txt,1451,17-10-24 14:51,0,0,1,0,0,0
730530 — HCO Bulletin — Cancellation of Bulletins  [B051-037].txt,1452,17-10-24 14:51,0,0,1,0,0,0
730607 — HCO Bulletin — Admin Cramming  [B013-018].txt,9182,17-10-24 14:51,0,0,1,0,0,0
730607 — HCO Bulletin — Admin Cramming  [B051-041].txt,9176,17-10-24 14:52,0,0,1,0,0,0
730609 — HCO Bulletin — High Crime Checkout Expedited  [B013-019].txt,1181,17-10-24 14:52,0,0,1,0,0,0
730609 — HCO Bulletin — High Crime Checkout Expedited  [B051-042].txt,1177,17-10-24 14:52,0,0,1,0,0,0
730609 — HCO Bulletin — High Crime Checkout Expedited  [B052-020].txt,1179,17-10-24 14:51,0,0,1,0,1,0
730610 Issue 1R — HCO Bulletin — Cramming  [B051-051].txt,1222,17-10-24 14:52,0,0,1,0,0,0
730610 Issue 1RA — HCO Bulletin — Cramming  [B014-011].txt,1268,17-10-24 14:51,0,0,1,0,0,0
730610 Issue 1RA — HCO Bulletin — Cramming  [B052-032].txt,1171,17-10-24 14:51,0,0,1,0,0,0
730610 Issue 1RA — HCO Bulletin — Cramming  [B097-007].txt,1185,17-10-24 14:52,0,0,1,0,0,0
730610 Issue 2 — HCO Bulletin — How a Cramming Officer Gets His Products  [B051-043].txt,12078,17-10-24 14:51,0,0,0,0,0,0
730610 Issue 3 — HCO Bulletin — Supervisor Correction and Cramming  [B051-044].txt,6079,17-10-24 14:51,0,0,0,0,0,0
730610 Issue 4 — HCO Bulletin — Cramming Officer Post Requirements  [B051-045].txt,3189,17-10-24 14:51,0,0,0,0,0,0
730610 Issue 5 — HCO Bulletin — Technical Okays for Tech and Qual Personnel  [B051-046].txt,2207,17-10-24 14:51,0,0,0,0,0,0
"730612 Issue 1 — HCO Bulletin — Tools of Cramming, The  [B051-047].txt",9114,17-10-24 14:51,0,0,0,0,0,0
730612 Issue 2 — HCO Bulletin — Cramming Heavy Hussar Handling for a Badly Bogged Tech Personnel of Staff Member  [B051-048].txt,7267,17-10-24 14:51,0,0,0,0,0,0
730701 Issue 2 — HCO Bulletin — How to Use the KRC Triangle In the Staff Personnel Enhancement Program  [B051-053].txt,9137,17-10-24 14:52,0,0,1,0,0,0
730701 Issue 3 — HCO Bulletin — Knowledge Sheet  [B051-054].txt,2900,17-10-24 14:51,0,0,0,0,0,0
730701 Issue 3 — HCO Bulletin — Knowledge Sheet  [B051-055].txt,2862,17-10-24 14:51,0,0,0,0,0,0
730701 Issue 4 — HCO Bulletin — Responsibility Sheet  [B051-056].txt,3473,17-10-24 14:52,0,0,0,0,0,0
730701 Issue 5 — HCO Bulletin — Control Sheet  [B051-057].txt,3047,17-10-24 14:51,0,0,0,0,0,0
730701 — HCO Bulletin — Money Assist  [B051-052].txt,3372,17-10-24 14:51,0,0,0,0,0,0
730711 — HCO Bulletin — Assist Summary  [B051-058].txt,13001,17-10-24 14:51,0,0,1,0,0,0
730711R — HCO Bulletin — Assist Summary  [B165-016].txt,13315,17-10-24 14:51,0,0,1,0,0,0
730711RB — HCO Bulletin — Assist Summary  [B097-008].txt,20025,17-10-24 14:51,0,0,1,0,0,0
730711RB — HCO Bulletin — Assist Summary  [B097-009].txt,19985,17-10-24 14:52,0,0,1,0,0,0
730713 — HCO Bulletin — FOLO Programs Chief Integrity List  [B051-059].txt,3580,17-10-24 14:51,0,0,1,0,0,0
730721 — HCO Bulletin — Recovering Students and PCs  [B051-061].txt,6623,17-10-24 14:51,0,0,0,0,0,0
730721 — HCO Bulletin — Recovering Students and PCs  [B062-006].txt,6573,17-10-24 14:52,0,0,1,0,0,0
"730729 — HCO Bulletin — Art, More About  [B051-062].txt",15785,17-10-24 14:51,1,0,1,7,45,10
"730730 — HCO Bulletin — Scientology, Current State of the Subject and Materials  [B051-063].txt",24907,17-10-24 14:52,0,0,1,6,96,20
730802 — HCO Bulletin — Pep  [B051-064].txt,5000,17-10-24 14:52,0,0,1,14,14,5
730810 — HCO Bulletin — PTS Handling  [B051-065].txt,10174,17-10-24 14:52,0,0,0,0,0,0
730810 — HCO Bulletin — PTS Handling  [B097-010].txt,10201,17-10-24 14:52,0,0,0,0,0,0
730829 — HCO Bulletin — Use the Technology on Help for the ''Help'' Button  [B051-066].txt,2824,17-10-24 14:52,0,0,0,0,0,0
731015 — HCO Bulletin — Nulling and FNing Prepared Lists  [B097-011].txt,2192,17-10-24 14:51,0,0,0,0,0,0
731015RC — HCO Bulletin — Nulling and FNing Prepared Lists  [B079-046].txt,3419,17-10-24 14:52,0,0,0,0,0,0
731015RC — HCO Bulletin — Nulling and FNing Prepared Lists  [B097-012].txt,3737,17-10-24 14:52,0,0,0,0,0,0
731022 — HCO Bulletin — Tech Degrades  [B051-067].txt,3147,17-10-24 14:52,0,0,0,0,0,0
731024 — HCO Bulletin — Integrity Processing Form 10 - PRD Integrity List  [B051-068].txt,2938,17-10-24 14:51,0,0,1,0,13,2
731111 — HCO Bulletin — Preclear Declare Procedure  [B013-020].txt,1740,17-10-24 14:52,0,0,1,0,2,0
731111 — HCO Bulletin — Preclear Declare Procedure  [B051-069].txt,1731,17-10-24 14:52,0,0,1,0,0,0
731115R — HCO Bulletin — Fear of People List R  [B051-076].txt,3624,17-10-24 14:52,0,0,1,0,0,0
731115R — HCO Bulletin — Fear of People List R  [B082-031].txt,3432,17-10-24 14:51,0,0,0,0,0,0
731116 — HCO Bulletin — Study Tech and Post  [B097-013].txt,2136,17-10-24 14:51,0,0,1,0,0,0
731116 — HCO Bulletin — Study Tech and Post  [PL070-016].txt,1829,17-10-24 14:52,1,0,1,0,2,0
731116 — HCO Bulletin — Study Tech and Post  [PL070-017].txt,2222,17-10-24 14:51,0,0,1,0,0,0
731120 Issue 1 — HCO Bulletin — 21st Advanced Clinical Course - Training Drills - Anti-Q and A TR  [B051-070].txt,1846,17-10-24 14:52,0,0,1,0,0,0
731120 Issue 1 — HCO Bulletin — Anti-Q and A Drill  [B097-014].txt,1873,17-10-24 14:51,0,0,1,0,0,0
731120 Issue 2 — HCO Bulletin — FN What You Ask or Program  [B051-071].txt,1787,17-10-24 14:52,0,0,1,0,0,0
731120 Issue 2 — HCO Bulletin — FN What You Ask or Program  [B097-015].txt,1849,17-10-24 14:51,0,0,1,0,3,0
"731121 — HCO Bulletin — Cure of Q and A - Man's Deadliest Disease, The  [B051-072].txt",4926,17-10-24 14:52,0,0,0,0,0,0
731123 — HCO Bulletin — Dry and Wet Hands Make False TA  [B051-073].txt,4500,17-10-24 14:52,0,0,0,0,0,0
731123R — HCO Bulletin — Dry and Wet Hands Make False TA  [B053-027].txt,4667,17-10-24 14:52,0,0,0,0,0,0
731123RB — HCO Bulletin — Dry and Wet Hands Make False TA  [B055-038].txt,5433,17-10-24 14:52,0,0,1,0,0,0
731123RB — HCO Bulletin — Dry and Wet Hands Make False TA  [B058-017].txt,5471,17-10-24 14:52,0,0,1,0,0,0
731124 Issue 1RF — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B079-006].txt,9474,17-10-24 14:51,0,0,1,0,0,0
731124 Issue 1RF — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B097-018].txt,10291,17-10-24 14:51,0,0,1,0,0,0
731124 Issue 2RE — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B079-007].txt,7602,17-10-24 14:51,0,0,1,0,0,0
731124 Issue 2RE — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B097-019].txt,7726,17-10-24 14:52,0,0,1,0,0,0
731124 — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B013-021].txt,5786,17-10-24 14:51,0,3,1,0,0,0
731124 — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B051-074].txt,5653,17-10-24 14:51,0,0,1,0,0,0
731124R — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B052-029].txt,6380,17-10-24 14:51,0,98,1,0,0,19
731124RA — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B052-063].txt,6444,17-10-24 14:51,0,0,0,0,0,0
731124RB — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B053-023].txt,6543,17-10-24 14:52,0,97,2,0,2,20
731124RC — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B097-017].txt,6915,17-10-24 14:52,0,76,1,0,0,15
731124RD — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B097-016].txt,16598,17-10-24 14:51,0,99,1,0,0,20
731124RD — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B082-011].txt,7154,17-10-24 14:52,0,0,0,0,0,0
731124RE — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B082-012].txt,8660,17-10-24 14:52,0,0,1,0,0,0
"731203 — HCO Bulletin — Checklist of Processes for the Help Rundown, A  [B051-075].txt",18725,17-10-24 14:51,0,0,1,0,0,0
"731205 — HCO Bulletin — Reason for Q and A, The  [B051-077].txt",7339,17-10-24 14:51,0,0,0,0,0,0
"731206 — HCO Bulletin — Primary Failure, The  [B051-078].txt",2548,17-10-24 14:52,0,0,0,0,0,0
"731206 — HCO Bulletin — Primary Failure, The  [B079-046].txt",2403,17-10-24 14:51,0,0,0,0,0,0
"731215 — HCO Bulletin — Continuous Missed WH and Continuous Overt with Data on Degraded Beings and False PTS Conditions, The  [B051-079].txt",5090,17-10-24 14:51,0,0,0,0,0,0
731216 — HCO Bulletin — Word Clearing Errors  [B051-080].txt,1876,17-10-24 14:52,0,0,1,0,99,20
731216 — HCO Bulletin — Word Clearing Errors  [B143-014].txt,1887,17-10-24 14:52,0,0,1,0,99,20
740106 — HCO Bulletin — Assist Summary - Addition  [B014-001].txt,5311,17-10-24 14:51,0,0,0,0,0,0
740106 — HCO Bulletin — Assist Summary - Addition  [B052-001].txt,5300,17-10-24 14:51,0,99,0,0,0,19
"740123 — HCO Bulletin — Technical Breakthrough of 1973! - The Introspection RD, The  [B014-005].txt",8248,17-10-24 14:51,0,0,0,0,0,0
"740123 — HCO Bulletin — Technical Breakthrough of 1973! - The Introspection RD, The  [B052-003].txt",8198,17-10-24 14:51,0,0,0,0,0,0
"740123R — HCO Bulletin — Technical Breakthrough of 1973! - The Introspection RD, The  [B014-009].txt",16869,17-10-24 14:52,0,0,0,0,0,0
"740123RA — HCO Bulletin — Technical Breakthrough of 1973! - The Introspection RD, The  [B052-058].txt",17363,17-10-24 14:51,0,0,0,0,0,0
740127 — HCO Bulletin — Dianetics R3R Commands - Have Background Data  [B014-006].txt,5282,17-10-24 14:52,0,0,0,0,0,0
740127 — HCO Bulletin — Dianetics R3R Commands - Have Background Data  [B052-004].txt,5283,17-10-24 14:52,0,0,0,0,0,0
740215 — HCO Bulletin — Service Facsimile Theory and Expanded Dianetics  [B014-010].txt,3046,17-10-24 14:52,0,0,1,0,0,0
740215 — HCO Bulletin — Service Facsimile Theory and Expanded Dianetics  [B052-006].txt,3055,17-10-24 14:51,0,0,0,0,0,0
740217 — HCO Bulletin — Mutual Out Ruds  [B052-007].txt,1930,17-10-24 14:51,0,0,1,0,0,0
740220 — HCO Bulletin — Introspection RD - Additional Actions  [B052-008].txt,5173,17-10-24 14:52,0,0,0,0,0,0
740306 — HCO Bulletin — Introspection RD - Second Addition - Information to CSes - Fixated Attention  [B014-013].txt,7096,17-10-24 14:52,0,0,0,0,0,0
"740317 — HCO Bulletin — Two-Way Comm, Using Wrong Questions  [B052-009].txt",2163,17-10-24 14:52,0,0,1,0,0,0
740318 — HCO Bulletin — E-Meters - Sensitivity Errors  [B098-001].txt,1960,17-10-24 14:52,0,0,1,0,0,0
740318 — HCO Bulletin — E-Meters - Sensitivity Errors  [B098-002].txt,2021,17-10-24 14:52,0,0,1,0,0,0
740318R — HCO Bulletin — E-Meters - Sensitivity Errors  [B173-003].txt,3235,17-10-24 14:51,0,0,0,0,0,0
740318R — HCO Bulletin — E-Meters - Sensitivity Errors  [Misc03-025-6].txt,3201,17-10-24 14:51,0,0,0,0,0,0
740321 — HCO Bulletin — End Phenomena  [B098-003].txt,5121,17-10-24 14:52,0,0,0,0,0,0
740321 — HCO Bulletin — End Phenomena  [B098-004].txt,5151,17-10-24 14:51,0,0,1,0,0,0
740321 — HCO Bulletin — End Phenomena  [B098-005].txt,5197,17-10-24 14:51,0,0,1,0,0,0
740410 — HCO Bulletin — Stage Manners  [B098-006].txt,3924,17-10-24 14:52,0,0,0,0,93,18
740410 — HCO Bulletin — Stage Manners  [B098-007].txt,3885,17-10-24 14:51,0,0,1,1,88,18
740420 — HCO Bulletin — Introspection RD - Third Addition - Additional Introspection RD Steps  [B098-008].txt,3280,17-10-24 14:52,0,0,0,0,0,0
740423RA — HCO Bulletin — Expanded Dianetics Requisites  [B098-009].txt,1942,17-10-24 14:51,0,0,1,0,0,0
740425 — HCO Bulletin — Rhythm  [B098-010].txt,4070,17-10-24 14:52,0,0,1,37,90,25
740425 — HCO Bulletin — Rhythm  [B098-011].txt,4136,17-10-24 14:52,0,0,1,11,96,21
740425 — HCO Bulletin — Rhythm  [B098-012].txt,4224,17-10-24 14:51,0,0,1,25,95,24
740531 — HCO Bulletin — Unhandled Drugs and Ethics  [B052-017].txt,1389,17-10-24 14:52,0,0,2,0,42,8
740708 Issue 1 — HCO Bulletin — Clear to FN  [B052-024].txt,1932,17-10-24 14:52,0,0,1,0,0,0
740708 Issue 1R — HCO Bulletin — Clear to FN  [B052-027].txt,2077,17-10-24 14:52,0,0,1,0,0,0
740708 Issue 2 — HCO Bulletin — Word Clearing Errors  [B052-025].txt,1168,17-10-24 14:52,0,0,2,0,10,2
740708 Issue 2R — HCO Bulletin — Word Clearing Errors  [B052-028].txt,1449,17-10-24 14:52,0,0,1,0,3,0
740708 Issue 2R — HCO Bulletin — Word Clearing Errors  [B098-013].txt,1472,17-10-24 14:52,0,0,1,0,0,0
740717 — HCO Bulletin — Expanded Dianetic Case B  [B052-026].txt,1995,17-10-24 14:52,0,0,1,0,0,0
740831 — HCO Bulletin — New Grade Chart  [B052-030].txt,5976,17-10-24 14:51,0,0,0,0,0,0
740831R — HCO Bulletin — New Grade Chart  [B098-014].txt,6332,17-10-24 14:51,0,0,0,0,0,0
740831RA — HCO Bulletin — New Grade Chart  [B098-015].txt,6893,17-10-24 14:51,0,0,0,0,0,0
740907 — HCO Bulletin — Superliteracy and the Cleared Word  [B165-031].txt,3933,17-10-24 14:51,0,0,1,4,2,1
